meaning_id;word;definition;examples_markdown
2706;potočnica;To samo čto nezabudka, maly sinj květ bliz rěčky (spec.); nezabudka.;*Krasna potočnica kvitne rano v měsecu květenju.*
2707;potomu;Narěčie pričine, v ladu s tym; potomu, sledovatelno.;*On był velmi hvory, potomu ne prišel на sret-put.*
2708;potrěba;Sostojańje, kogda čto-nebudj je velmi važno i raboče rabi se; potrebnostj, nužda.;*Finansova potrěba pomogła nam měnati rabočij plan.*
2709;potlek;Maly tjehy šum udara, pod-stuk (spec.); postukivanje.;*V Noči se čujeł tjehy potlek u samogo okna izbe.*
2710;pjotr;Mužskoje ličnoje imę biblijskogo proishoda; Pjotr, Petr.;*Pjotr kupil novy ocelj-plug dlja agrokulture.*
2711;povjediti;Rěči, kazati jnformaciju, vesti; povedatj, rasskazatj.;*Ja hoču povjediti ti mudru skazku o mitskom jašteru.*
2712;pověstj;Literaturno bljudo, tekst-istarija mjenjša nego kniga; povestj, rasskaz.;*On napisał prěkrasnu pověstj o gorskom putovańju.*
2713;pověstj;To samo čto pověstj (povtoreńje forma).;*Ta stara pověstj prinaležala k istoričnoj pisjmosti.*
2714;pověstny;Ktory se tyče pověsti, istoričny, izvěstny (arh.); povestvovateljnyj, jzvestnyj.;*Toj pověstny stilj rěčeńja byl vrlo krasny v rano.*
2715;pověstoljub;Člověk, kodor velmi ljubi čitati i sbyrati pověsti (spec.).;*Nasi měštanstvo suty jstinske pověstoljuby today.*
2716;povětrije;Epidemija, mor, kory prěda se prěz vozduh; povetrie, mor.;*Tjažko povětrije uničtožilo vso naseleńje v sělě.*
2717;pověv;Malo kretane vozduha, tjehy soft-větěr; dunovenie, vejanje.;*Tjehy pověv lětnego větra prinesał aromat ljpe.*
2718;povjsly;Ktory visi k njzu, ne-prěmy, gubky; povisšij, otvisšij.;*Suhe rěsy starogo stroma izglědali kako povjsly.*
2719;povodny;Ktory se tyče potopa, vodo-točny, rěčny; pavodočnyj, navodnenij-.;*Povodny doždj dělal vsu zemju polno mokroju.*
2720;povojnovy;Ktory biva poslě konca vojennoj borbe, mirny; poslevoennyj.;*Povojnovy rěmę-status prinesał vely progress v grad.*
2721;povoljny;Ktoty dzeła vso s doznac-žeľbaju, doznac-dobry; povoljnyj, blagosklonnyj.;*On prědał povoljny odpovědj на rabočej komisije hôm.*
2722;povstane;Gněvno narodno dvyžeńje protivo tuđej vlasti, mǫtež; vosstanie.;*Hrabro povstane naroda uničtožilo jęrmo rabstva.*
2723;povstanec;Člověk-vojin, kodor bori se inside povstane; vosstanec, buntovnik.;*Mlady povstanec skrył se prěz tjemny lěsny laz.*
2724;povstanečny;Ktory se tyče povstane, mǫtežny, jary; vosstančeskij, buntovnyj.;*Povstanečny odděl strěg centralny stěn krěposti.*
2725;povstanije;To samo čto povstane (variantna forma); vosstanie.;*Velycoj povstanije počęło se на ploštištu v gradu.*
2726;povzdyh;To samo čto pověv, tjehy soft-nadyh prěz usta; vzdoh.;*Ona učinila edin tjehy povzdyh i ustavila rěčeńje.*
2727;pozad;V oborotno napravjeńje, z konca čego-nebudj; pozadi, szadi.;*On stajał pozad drěvjanogo doma i čakal.*
2729;pozavčora;Dńenj prěd včerašńym dńem, dva dńa prědže; pozavčera.;*On prǐdel v naš grad ešče pozavčora v večer.*
2730;pozdavilk;Slovo blagodarnosti abo pozdråv, kory prědaje se poslě děl; pozdravlenie (spec.).;*Mlađ-junak prědał pozdavilk vsim rabočim ljuđem.*
2731;pozdråv;Slovo abo znak dobrogo sretńja, dobroželanje komu-nebudj; pozdrav, privet.;*On posłał krasny pozdråv svojej miloj rodině.*
2732;pozdråv;To samo čto pozdråv (povtoreńje forma).;*Jihnjj radosny pozdråv se čujeł prěz centralny dveri.*
2733;pozdråviti;Rěči slova dobrogo sretńja, dělati privet prstkom abo glåsom; pozdravitj, privetstvovatj.;*Učitelj usspěł pozdråviti vseh novih učenikov today.*
2734;pozdråvljati sę;Obměnjati se pozdråvami prěz sret-put, dělati mir; pozdravljatjsja, privetstvovatj drug druga.;*Mladi ljuđe počęli pozdråvljati sę pod staroju ljpoju.*
2735;požiček;Zakonny materialny resurs, pěnędzy, kore se brjut prěz mĕru rěmęne; zajm, ssuda (zapad.).;*On popadł v tjažky požiček, da kupił moderny avtomobil.*
2736;pozlåtko;Tonka ocelj-lěnta iz zlota, kora rabi se dlja krase zgradov; pozolota, susaljnoe zloto.;*Jaskny lsk lune světił nad zlotnym pozlåtkom cerkve.*
2737;pozor;Sılna mĕra strěženia i motrosti, vnimanje, abo teatr-igra (južn.); vnimanie, pozor, spektaklj.;*Dzełaj vely pozor, kogda ides prěz tjemny lěsny laz!*
2738;pozovati;Klicati prěd sudom, dělati oficialny kanceńarijski klic; vyzyvatj v sud, zvať.;*Centralny sudu počęł pozovati lgun-kradeca na rěčeńje.*
2739;pozev;Kratkoje nevoljno dvyžeńje ustov prěz sılny lěnj-spanj; zevok.;*On učinił vely pozev i otisł k svojemu drěvjanomu ložu.*
2740;prababa;Mati babuške abo děda, stara osěba v rodině; prababuška.;*Moja prababa živeła uže osemdesět krasnyh lětof v sělě.*
2741;pråca;Tjažkoje i močnoje fizika-dzełańje radi dobytka resursa; rabota, trud (zapad.).;*Ova raboča pråca v goračoj kuznji byla velmi tjažka.*
2742;pråcovati;Rabiti, dělati pråcu s pomoču rucjej abo mehanizmov; rabotatj, truditjsja (zapad.).;*Nasi inženěry počęli pråcovati prěz cělu goraču noč.*
2743;pråcovišto;Město, gdě ljuđe rabit, fabrika, kuznja abo kanceńarija; rabočee mesto, predprijatie.;*Moderno pråcovišto imało krepke instrumenty dlja vseh.*
2744;pråcovnik;Člověk, kodor rabe, rabočij, član agrokulture abo tgovle; rabotnik, rabočij (zapad.).;*Stary pråcovnik prinesał velyce męhy zrna v mlyn.*
2745;praděd;Otec babuške abo děda, stary mǫdr-člověk v rodině; praded, pradeduška.;*Nasa velyca kanceńarija dzeržala staru kartu praděda.*
2746;pråg;Tvjerda drěvjana abo kamenna čestka u samogo njza dver; porog.;*Maly pes tjeho sědel на kamenom prågu i čakal.*
2747;praga;Glavny grad Čehije, vely istoričny i kulturny centr; Praga.;*Praga je znama prěz svoje prěkrasne kaměne mosty.*
2748;pråh;Najmala tjemna soft-čestka masta на podlogě, dust; pylj, prah.;*On počęł myti vsu nečjstotu i tjažky pråh s instrumentov.*
2749;prajot;Kratka mĕra-zvuk, abo mitsky start-subjekat (spec./arh.).;*Učeny professor jzučił ovo starodrevno prajot-rěčeńje.*
2750;prajotec;Drevny otec naroda, kodor živeł mňogo věkov prědže, praroditelj; praotec, praroditelj.;*Nasi prajoteci rabili krepke oradla iz močnogo drěva.*
2751;prjašovska rusj;Istorična slavjanska oblastj v severo-vostočnoj čestki Slovakije; Prjaševskaja Rusj.;*Prjašovska rusj ima prěkrasnu i rědkostnu kuljturu.*
2752;prastarostj;Sostojańje prěvelicoj starosti, istorična cěnostj; prastarostj, drevnostj.;*Prastarostj togo kamenogo krsta była jstinska taja.*
2753;prastary;Ktory ima prěveliko broň lětof, velmi starodrevny; prastaryj, drevnejšij.*Toj prastary jǫsenj raste prěz velyce věki v lěsu.*
2754;praštur;Drevny animal-reptil, kory živeł prěd ljuđmi; praščur, iskopaemyj jaščer.*Naučniky našли močny korp-praštur inside jame.*
2755;pratka;Tonka lěnta-rěsa, kora rabi se dlja vęzańja tkani; prut, rozga (etimol.).;*Ona vukla krepku pratku, da postavila ogrådku.*
2756;prava;Zakonny status, celostnostj pravil i doznacij naroda; prava, pravosudie.;*Městno měštanstvo strěglo svoja spravedlive prava prěd sudom.*
2757;pravda;To, čto sootvětstvuje realnosti i jstině, ne-lžj; pravda, istina.;*Govoriti jstinsku pravdu je vždy najlěpše v žizni.*
2758;pravedny;Ktoty rabe v lade s zakonom i spravedlivostju; pravednyj, spravedlivyj.*Vely sude-mǫdrec prědał pravedny nakaz prěd vsimi.*
2759;pravidlo;Zakonnoje rěčeńje, koro kaze mĕru točnosti dzełańja; pravilo, norma.*Gramačno pravidlo pomoglo uničtožiti vsu nejasnostj.*
2760;pravitelj;Vladatelj, kodor dzerži kormilo vlasti v državě; pravitelj, vladetaľ.;*Novi pravitelj posłał vojsko на strěžu južnoj granice.*
2761;pravljati;Dzeržati vlastj, dělati kormilo-metod, upravjati; pravitj, upravljatj.;*Mǫžny kralj počęł pravljati v cěloj gorskoj obvlåsti.*
2762;pravo;Zakonno doznac-pravo osěbe, abo prěma geomětrična linija; pravo, prjamo (narěč.).;*Každy člověk ima jstinsko pravo на svobodu i mir.*
2763;pravopis;Sistema pravil točnosti pisańja textov, ortografija; pravopisanie, orfografija.*Novi pravopis medžuslovjanskogo je vrlo lěgky dlja vseh.*
2764;pravoslavije;Hristijanska religiozna tradicija Vostočnoj Evrope; pravoslavie.*Vely pravoslavny monastyrj stajał visoko v gorah.*
2765;pravosǫd;Člověk-sude, kodor dzeła prěverku zakonov (spec./arh.); sudja, pravosud.*Toj pravedny pravosǫd uničtožił vsu podkvp-korrupciju.*
2766;pravosǫdije;Sistema zakonnogo sudu i spravedlivosti v državě; pravosudie.*Pravosǫdije muša byti ednakovo dlja vseh ljuđej.*
2767;pravota;Sostojańje bytija pravym, jstinstvo mněńja; pravota, spravedlivostj.;*Nasa jstinska pravota kazała se prěd centralnym sudom.*
2768;pravovy;Ktory se tyče zakona, konstitucijny, spravedlivny; pravovoj, juridičeskij.*Nasi partneri podpisali novi pravovy dokument oggi.*
2769;pravy;Ktory položeń v storoně oborotnoj od lěvoj; pravyj.*On dzerżał močny mlåt prěz svoju krepku pravu ruku.*
2770;pravy;Ktoty rěči jstinu, ne-falšivny člověk; pravyj, spravedlivyj.*Ty esm naplno pravy, tvoj plan je mňogo lěpšy.*
2771;praўnučka;Dočja vnuka abo vnučke, mlada děvica v rodině; pravnučka.*Babuška prědała zlotne koraljcy k svojej krasnoj praўnučkě.*
2772;praўnuk;Syn vnuka abo vnučke, mlady malec v rodině; pravnuk.*Mlady praўnuk radosno kotal kulju prěz zeleny sad.*
2773;prazdnik;Radosny dńenj v lade s tradicijeju, festival, celebration; prazdnik.*Každa nedělja je jstinsky radosny prazdnik dlja naroda.*
2774;prazdnovati;Dělati prazdnik, spěvati i plęsati, ne rabiti; prazdnovatj, prazdnovať.;*Městna mlådežj počęła prazdnovati usspěh cělu noč.*
2775;prebyvati;Živěti, dzeržati loka-mjsto, nahoditj se prěz rěmę; prebyvatj, nahoditjsja.;*On počęł prebyvati v Kijevu на samom koncu lěta.*
2776;prečitati;Pročitati tekst do samogo konca, jzučiti text-smysl; pročitať, pročestj.;*Ja hoču prečitati ovu staru istoričnu knigu dneska.*
2777;pred;Prědlog prostranstva, kory kaze položeńje prěd vněšnym frontal-hrbeom; pered, prěd.*Oni sědeli на drěvjanoj lavě pred centralnoju zgradoju.*
2778;pred;To samo čto pred (povtoreńje forma).;*Pred novym direktorom stajala velika raboča odpovědnostj.*
2779;pred;To samo čto pred (povtoreńje forma).;*Maly pes radosno skakał pred dverami nasego doma hoy.*
2780;pred...;Gramačna nastavka-pristavka, kora kaze frontal-metod; pred... (pristavka).;*Ova raboča nastavka pred... rabi se v mňogyh jmęnikah.*
2781;predateljstvo;Hudo lžj-dzełańje, uničtožeńje dogovora i laska-miru; predateljstvo, jzmena.*Njegovo predateljstvo uničtožilo vsu harmoniju v gradu.*
2782;predati;Prědavati čto-nebudj nezakonno neprijatelju, abo prědostavjati jnformaciju; predatj, jzmenitj, vrutčitj.;*On ne hteł predati svoego starogo druga prěd sudom.*
2783;preddy;Kratka mĕra-zvuk, abo frontal-kretane inside mehanizma (spec./arh.).;*U centralnom textu stajało preddy-rěčeńje dlja rabočih.*
2784;predhodžy;Ktory byl prědže, mjnuly po poradji, prěđašnji; predšestvujuščij, predšestvennik.;*Toj predhodžy plan kazał sę byti mňogo mjenjšy nego novy.*
2785;predimstvo;Status lěpšej pozicije prěd drugym, cěnostj-gradus; preimuščestvo, prioritetj.;*Nasa nova mašina imało velycoje preimstvo v jakosti today.*
2786;predlogati;Prědavati ponudu v tgovli, dzełańje start-dara; predlagatj, ponuditi.;*On počęł predlogati novi raboče instrumenty partnerom.*
2787;predložnik;Gramačna čestka rěči, kora staje prěd jmęnikom; predlog (častj reči).;*"Iz" i "pod" suty vazni predložniky v našej rěči.*
2788;predmět;Fizika-prědmet prostranstva, to samo čto objekt; predmet, vešč, objekt.;*Na stolě ležał stary drěvjany predmět bez żadnoj nadpisi.*
2789;predmět;To samo čto predmět (povtoreńje forma).;*Oni jzučali novi rabočij predmět inside centralnoj fabrike.*
2790;prednja;Frontalna zgrada, komnata prěd centralnymi dverami; perednjaja, prihožaja.;*On postavił tjažko koryto на samuju podlogu prednje.*
2791;prednostj;To samo čto predimstvo, prioritetj, lěpša storona; preimuščestvo, prioritetj.;*Strěgti mir i lad je naša najvelika prednostj в žizni.*
2792;predplatitelj;Člověk, kodor regularno plati pěnędzy za žurnal, odběratelj; podpisčik, abonenti.;*Každy predplatitelj polučil novu istoričnu knigu сегодня.*
2793;predplatitelj;To samo čto predplatitelj (povtoreńje forma).;*Novi predplatitelj posłał rabočij počet prěz centralnu poštu.*
2794;predplatka;Pěnędzy, kore se plati prěd dzełańjem, avans; predoplata, avans.;*On prědał veliku predplatku, da kupił moderny avtomobil.*
2795;predplatovati;Regularno platiti pěnędzy prěd dńem polučenija resursa; podpisatjsja, predoplačivatj.;*My hočemo predplatovati novy krasny mlådežny žurnal.*
2796;predpokladati;Mysljati na baze faktov, mněti, dělati logičny izvod; predpolagatj, sčitatj.;*Ja predpokladam, čto pojezd prǐde в točnom rěměni hôm.*
2797;predsědnicky;Ktory se tyče predsědnika, prezident-vzorny; predsedateljskij, prezidentskij.;*On postavił novi rabočij nakaz на predsědnicky stolj today.*
2798;predsědnik;Glavny človek v komunitě, kodor dzerži kormilo komisije; predsedatelj, prezidentj.;*Predsědnik kanceńarije pročitał novi pravovyj dokument.*
2799;predsjenec;Komnata, kora staje prěd centralnoju izboju, vestibj; pritvor, preddverie, vestibjlj.;*Tjeha njanja dzeržala mladenca inside krasnogo predsjenca.*
2800;predstavka;To samo čto nastavka, gramačna pristavka prěd korenem; pristavka (gramat.).;*Ova raboča predstavka prěmenila vkus-smysl togo slova.*
2801;predstavka;Teatralno bljudo, ig_ra glumicov на centralnom trgu; predstavlenie, spektaklj.;*Městna mlådežj viděla prěkrasnu predstavku včera v večer.*
2802;predstavnicky;Ktory se tyče predstavnika, reprezentativny; predstavitelj-skij, deputatskij.;*Ona polučila predstavnicky status на medžunarodnom sret-putu.*
2803;predstavnictvo;Organizacija, kora reprezentuje jměńje abo interesy v inoj državě; predstaviteljstvo, missija.;*Nasa tgovla-firma otkryła predstavnictvo v Poljskě today.*
2804;predstatvnik;Člověk, kodor reprezentuje komunu, fabriku abo narod; predstavitelj, deputatj.;*Mǫdry predstavnik govorił o zakonah i nazavjslosti.*
2805;predvčera;To samo čto pozavčora, dva dńa prědže; pozavčera.;*To tjažko povětrije počęło se v sělě ešče predvčera rano.*
2806;predvoda;Glavny vojin-junak, kodor vodi vojsko, general, lider; predvoditelj, voždj.;*Hrabry predvoda spasał staru krepostj od neprijatela.*
2807;predznačeny;Ktory byl planovany prědže, očękvany po zakonu; prednaznačennyj, predopredelennyj.;*Toj cěnny resurs byl predznačeny dlja izgradńje izučilišta.*
2808;preglěd;Akt kontrolja, prěverka texta, mehanizma abo zdravja; osmotr, prosmotr, obzor.;*Lěkar sdelal krepky preglěd на ranił-kolěně človeka aujourd'hui.*
2809;pregnoj;Substancija, kora se sostoji iz uničtoženoj suhoj agrokulture; peregnoj, kompostj.;*Rabočij prinesał tusty pregnoj v naš krasny sad.*
2810;pregrati;Izgraditj stěn prěsěčeńja, razđěliti komnatu na dvě čestky; peregoroditj, razdelitj stěnoj.;*Oni hteli pregrati vsu velyku jstjbu prěz drěvjany stěn.*
2811;pregrštj;Količenstvo resursa, koro se dzerži inside dvuh rucjej; gorstj, prigoršňa.;*Babuška prědała mi jednu pregrštj sladkogo maku на kolač.*
2812;prehod;Město, prěz kotro se prohodi, linija prěsěčeńja puta; perehod, prohod.;*Novi krepky most byl jedinstvenny prehod prěz rěku.*
2813;prehodny;Ktory dvyže se prěz, sekundarny, v rěměni ne postojanny; perehodnyj, vremennyj.;*To běše prehodny rěmę-status prěd novymy reformami.*
2814;prejučiti;Dzeła sılno i inakoje znanje, obučiti nanovo (spec.); pereučitj, obučiti inako.*Učitelj hteł prejučiti mladu mlådežj l l l l lěpše.*
2815;preklad;Textualna proměna rěči iz odnogo jazyka v iny; perevod (perevod texta).;*Moj novy preklad medžuslovjanskogo texta był velmi točny.*
2816;prekny;Ktory ima veliku krasu, velmi ladny, estetičny (zapad.); prekrasnyj, prigožij.;*To byl velmi prekny i jaskny dńenj v měsecu květenju.*
2817;prekonati;Poběditi prěpjatstvie, dělati konec tjažkoj męke; preodoletj, pobeditj.;*Nasa jstinska odvaga pomogla prekonati vsu opasnostj.*
2818;prekrasny;Ktory ima najveliku krasu, lěpy, estetično-vzorny; prekrasnyj, krasivyj.;*Prěkrasna nevěsta nosiła ladnu košuľu s lěntoju oggi.*
2819;prelětiti;Dvygati se v nebu prěz čto-nebudj s pomoču kridlov; přeletetj, pereletatj.;*Věly labǫdj usspěł prelětiti nad vysokym zamkom Nočju.*
2820;prelom;Město structuralno brokenogo prědmeta, krah; perelom, krizis, povorot.;*Novi prelom v istoriji prinesał nam spravedlivu svobodu.*
2821;preměna;Akt proměny čego-nebudj на jnakoje, modifikacija, izměna; peremena, izmenenie.;*Nova preměna zakona prinese ralične reformy v gradu.*
2822;prěmota;Sostojańje prěmogo, ne-krivogo dvyžeńja, jstinstvo; prjamota, iskrennostj.;*Njegova jstinska prěmota duši se lubiła vsim ljuđem.*
2823;prěmy;Ktory ne ima gub-formu, liničny, prěmo dvyže se; prjamoj, iskrennij.;*Gorsky rěčny put był vrlo prěmy bliz lěsnogo domika.*
2824;premyslav;Mužskoje ličnoje imę slavjanskogo proishoda; Pržemisll, Premyslav.;*Premyslav rabi kako inženěr v našej centralnoj fabrice.*
2825;prenošati;Vesiti resurs iz odnogo města v iny loka-punkt; perenositj, translirovatj.*Oni hteli prenošati tjažke velyce kofě s čistoju vodoju.*
2826;prepodavec;Člověk, kodor professionalno dzeła učeńje в izučilištu; prepodavatelj, učiteljj.;*Mǫdry prepodavec prědał krasne rěči mladym učenikom.*
2827;preplneny;Ktory ne ima żadnogo resursa-prostranstva inside, tusty; perepolnennyj, polnyj.;*Velycoj měh byl polno preplneny novym zrnom jęčmeńja.*
2828;preҏati;Rězati malko, dělati črtu s pomoču noža (spec./arh.); prerezatj, nadrezatj.*Rabočij počęł preҏati tvjerdy krepky kaštan-materijal.*
2829;prerěšati;Dzeła rěšeńje točnogo problema nanovo, kontroliti; prerešatj, pererešatj.*Inženěry počęli prerěšati mĕru točnosti mehanizma.*
